plate_number,well_row,well_column,marker_symbol,mgi_gene_id,entrez_id,gene_product
1,A,1,Cnpy2,MGI:1928477,56530,canopy FGF signaling regulator 2
1,A,3,Cnpy2,MGI:1928477,56530,canopy FGF signaling regulator 2
1,A,5,OMIT,,,
1,A,7,OMIT,,,
1,A,9,Capn2,MGI:88264,12334,calpain 2
1,A,11,Capn2,MGI:88264,12334,calpain 2
1,A,13,Cab39,MGI:107438,12283,calcium binding protein 39
1,A,15,Cab39,MGI:107438,12283,calcium binding protein 39
1,A,17,1700025G04Rik,MGI:1916649,69399,RIKEN cDNA 1700025G04 gene
1,A,19,1700025G04Rik,MGI:1916649,69399,RIKEN cDNA 1700025G04 gene
1,A,21,Neurod4,MGI:108055,11923,neurogenic differentiation 4
1,A,23,Neurod4,MGI:108055,11923,neurogenic differentiation 4
1,C,1,Prex2,MGI:1923385,109294,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2"
1,C,3,Prex2,MGI:1923385,109294,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2"
1,C,5,Mdm2,MGI:96952,17246,MDM2 proto-oncogene
1,C,7,Mdm2,MGI:96952,17246,MDM2 proto-oncogene
1,C,9,Raph1,MGI:1924550,77300,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
1,C,11,Raph1,MGI:1924550,77300,Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
1,C,13,Arpc5,MGI:1915021,67771,"actin related protein 2/3 complex, subunit 5"
1,C,15,Arpc5,MGI:1915021,67771,"actin related protein 2/3 complex, subunit 5"
1,C,17,Unc50,MGI:1914637,67387,unc-50 homolog
1,C,19,Unc50,MGI:1914637,67387,unc-50 homolog
1,C,21,Lats1,MGI:1333883,16798,large tumor suppressor
1,C,23,Lats1,MGI:1333883,16798,large tumor suppressor
1,E,1,Timm17a,MGI:1343131,21854,translocase of inner mitochondrial membrane 17a
1,E,3,Timm17a,MGI:1343131,21854,translocase of inner mitochondrial membrane 17a
1,E,5,Dst,MGI:104627,13518,dystonin
1,E,7,Dst,MGI:104627,13518,dystonin
1,E,9,Trove2,MGI:106652,20822,"Ro60, Y RNA binding protein"
1,E,11,Trove2,MGI:106652,20822,"Ro60, Y RNA binding protein"
1,E,13,Nup37,MGI:1919964,69736,nucleoporin 37
1,E,15,Nup37,MGI:1919964,69736,nucleoporin 37
1,E,17,Mrps14,MGI:1928141,64659,mitochondrial ribosomal protein S14
1,E,19,Mrps14,MGI:1928141,64659,mitochondrial ribosomal protein S14
1,E,21,Acbd3,MGI:2181074,170760,acyl-Coenzyme A binding domain containing 3
1,E,23,Acbd3,MGI:2181074,170760,acyl-Coenzyme A binding domain containing 3
1,G,1,Xpr1,MGI:97932,19775,xenotropic and polytropic retrovirus receptor 1
1,G,3,Xpr1,MGI:97932,19775,xenotropic and polytropic retrovirus receptor 1
1,G,5,Sgol2,MGI:1098767,68549,shugoshin 2A
1,G,7,Sgol2,MGI:1098767,68549,shugoshin 2A
1,G,9,Cisd1,MGI:1261855,52637,CDGSH iron sulfur domain 1
1,G,11,Cisd1,MGI:1261855,52637,CDGSH iron sulfur domain 1
1,G,13,Fh1,MGI:95530,14194,fumarate hydratase 1
1,G,15,Fh1,MGI:95530,14194,fumarate hydratase 1
1,G,17,Rnf149,MGI:2677438,67702,ring finger protein 149
1,G,19,Rnf149,MGI:2677438,67702,ring finger protein 149
1,G,21,Rgs2,MGI:1098271,19735,regulator of G-protein signaling 2
1,G,23,Rgs2,MGI:1098271,19735,regulator of G-protein signaling 2
1,I,1,Slc39a10,MGI:1914515,227059,"solute carrier family 39 (zinc transporter), member 10"
1,I,3,Slc39a10,MGI:1914515,227059,"solute carrier family 39 (zinc transporter), member 10"
1,I,5,Arfgef1,MGI:2442988,211673,ARF guanine nucleotide exchange factor 1
1,I,7,Arfgef1,MGI:2442988,211673,ARF guanine nucleotide exchange factor 1
1,I,9,Ttll4,MGI:1914784,67534,"tubulin tyrosine ligase-like family, member 4"
1,I,11,Ttll4,MGI:1914784,67534,"tubulin tyrosine ligase-like family, member 4"
1,I,13,Ptpn4,MGI:1099792,19258,"protein tyrosine phosphatase, non-receptor type 4"
1,I,15,Ptpn4,MGI:1099792,19258,"protein tyrosine phosphatase, non-receptor type 4"
1,I,17,Rabif,MGI:2138605,98710,RAB interacting factor
1,I,19,Rabif,MGI:2138605,98710,RAB interacting factor
1,I,21,Tmem183a,MGI:1914729,57439,transmembrane protein 183A
1,I,23,Tmem183a,MGI:1914729,57439,transmembrane protein 183A
1,K,1,Vcpip1,MGI:1917925,70675,valosin containing protein (p97)/p47 complex interacting protein 1
1,K,3,Vcpip1,MGI:1917925,70675,valosin containing protein (p97)/p47 complex interacting protein 1
1,K,5,Ddx18,MGI:1914192,66942,DEAD box helicase 18
1,K,7,Ddx18,MGI:1914192,66942,DEAD box helicase 18
1,K,9,Hsd17b7,MGI:1330808,15490,hydroxysteroid (17-beta) dehydrogenase 7
1,K,11,Hsd17b7,MGI:1330808,15490,hydroxysteroid (17-beta) dehydrogenase 7
1,K,13,Btg2,MGI:108384,12227,BTG anti-proliferation factor 2
1,K,15,Btg2,MGI:108384,12227,BTG anti-proliferation factor 2
1,K,17,Gas2l3,MGI:1918780,237436,growth arrest-specific 2 like 3
1,K,19,Gas2l3,MGI:1918780,237436,growth arrest-specific 2 like 3
1,K,21,Mrpl30,MGI:1333820,107734,mitochondrial ribosomal protein L30
1,K,23,Mrpl30,MGI:1333820,107734,mitochondrial ribosomal protein L30
1,M,1,Cops5,MGI:1349415,26754,COP9 signalosome subunit 5
1,M,3,Cops5,MGI:1349415,26754,COP9 signalosome subunit 5
1,M,5,Ccdc41,MGI:1924298,77048,centrosomal protein 83
1,M,7,Ccdc41,MGI:1924298,77048,centrosomal protein 83
1,M,9,Fbxo30,MGI:1919115,71865,F-box protein 30
1,M,11,Fbxo30,MGI:1919115,71865,F-box protein 30
1,M,13,Usp37,MGI:2442483,319651,ubiquitin specific peptidase 37
1,M,15,Usp37,MGI:2442483,319651,ubiquitin specific peptidase 37
1,M,17,Vps4b,MGI:1100499,20479,vacuolar protein sorting 4B
1,M,19,Vps4b,MGI:1100499,20479,vacuolar protein sorting 4B
1,M,21,Agfg1,MGI:1333754,15463,ArfGAP with FG repeats 1
1,M,23,Agfg1,MGI:1333754,15463,ArfGAP with FG repeats 1
1,O,1,Cdk4,MGI:88357,12567,cyclin dependent kinase 4
1,O,3,Cdk4,MGI:88357,12567,cyclin dependent kinase 4
1,O,5,Cand1,MGI:1261820,71902,cullin associated and neddylation disassociated 1
1,O,7,Cand1,MGI:1261820,71902,cullin associated and neddylation disassociated 1
1,O,9,Kifap3,MGI:107566,16579,kinesin-associated protein 3
1,O,11,Kifap3,MGI:107566,16579,kinesin-associated protein 3
1,O,13,Cr1l,MGI:88513,12946,complement C3b/C4b receptor 1 like
1,O,15,Cr1l,MGI:88513,12946,complement C3b/C4b receptor 1 like
1,O,17,OMIT,,,
1,O,19,OMIT,,,
1,O,21,OMIT,,,
1,O,23,OMIT,,,
1,A,2,Pdcl3,MGI:1916083,68833,phosducin-like 3
1,A,4,Pdcl3,MGI:1916083,68833,phosducin-like 3
1,A,6,Katna1,MGI:1344353,23924,katanin p60 (ATPase-containing) subunit A1
1,A,8,Katna1,MGI:1344353,23924,katanin p60 (ATPase-containing) subunit A1
1,A,10,OMIT,,,
1,A,12,OMIT,,,
1,A,14,Rc3h1,MGI:2685397,381305,RING CCCH (C3H) domains 1
1,A,16,Rc3h1,MGI:2685397,381305,RING CCCH (C3H) domains 1
1,A,18,Kdelc1,MGI:1919300,72050,protein O-glucosyltransferase 2
1,A,20,Kdelc1,MGI:1919300,72050,protein O-glucosyltransferase 2
1,A,22,Acadl,MGI:87866,11363,"acyl-Coenzyme A dehydrogenase, long-chain"
1,A,24,Acadl,MGI:87866,11363,"acyl-Coenzyme A dehydrogenase, long-chain"
1,C,2,2310035C23Rik,MGI:1922832,227446,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
1,C,4,2310035C23Rik,MGI:1922832,227446,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
1,C,6,Fam168b,MGI:2448487,214469,"family with sequence similarity 168, member B"
1,C,8,Fam168b,MGI:2448487,214469,"family with sequence similarity 168, member B"
1,C,10,Uck2,MGI:1931744,80914,uridine-cytidine kinase 2
1,C,12,Uck2,MGI:1931744,80914,uridine-cytidine kinase 2
1,C,14,Ctdsp2,MGI:1098748,52468,CTD small phosphatase 2
1,C,16,Ctdsp2,MGI:1098748,52468,CTD small phosphatase 2
1,C,18,Myo1b,MGI:107752,17912,myosin IB
1,C,20,Myo1b,MGI:107752,17912,myosin IB
1,C,22,Prox1,MGI:97772,19130,prospero homeobox 1
1,C,24,Prox1,MGI:97772,19130,prospero homeobox 1
1,E,2,Cep290,MGI:2384917,216274,centrosomal protein 290
1,E,4,Cep290,MGI:2384917,216274,centrosomal protein 290
1,E,6,Aldh9a1,MGI:1861622,56752,"aldehyde dehydrogenase 9, subfamily A1"
1,E,8,Aldh9a1,MGI:1861622,56752,"aldehyde dehydrogenase 9, subfamily A1"
1,E,10,Cspp1,MGI:2681832,211660,centrosome and spindle pole associated protein 1
1,E,12,Cspp1,MGI:2681832,211660,centrosome and spindle pole associated protein 1
1,E,14,Epha4,MGI:98277,13838,Eph receptor A4
1,E,16,Epha4,MGI:98277,13838,Eph receptor A4
1,E,18,Myl6,MGI:109318,17904,"myosin, light polypeptide 6, alkali, smooth muscle and non-muscle"
1,E,20,Myl6,MGI:109318,17904,"myosin, light polypeptide 6, alkali, smooth muscle and non-muscle"
1,E,22,Eea1,MGI:2442192,216238,early endosome antigen 1
1,E,24,Eea1,MGI:2442192,216238,early endosome antigen 1
1,G,2,Ahi1,MGI:87971,52906,Abelson helper integration site 1
1,G,4,Ahi1,MGI:87971,52906,Abelson helper integration site 1
1,G,6,Cnih4,MGI:1925828,98417,cornichon family AMPA receptor auxiliary protein 4
1,G,8,Cnih4,MGI:1925828,98417,cornichon family AMPA receptor auxiliary protein 4
1,G,10,Irs1,MGI:99454,16367,insulin receptor substrate 1
1,G,12,Irs1,MGI:99454,16367,insulin receptor substrate 1
1,G,14,2610008E11Rik,MGI:1919378,72128,RIKEN cDNA 2610008E11 gene
1,G,16,2610008E11Rik,MGI:1919378,72128,RIKEN cDNA 2610008E11 gene
1,G,18,Ascc3,MGI:1925237,77987,activating signal cointegrator 1 complex subunit 3
1,G,20,Ascc3,MGI:1925237,77987,activating signal cointegrator 1 complex subunit 3
1,G,22,Ccnyl1,MGI:2138614,227210,cyclin Y-like 1
1,G,24,Ccnyl1,MGI:2138614,227210,cyclin Y-like 1
1,I,2,Serpine2,MGI:101780,20720,"serine (or cysteine) peptidase inhibitor, clade E, member 2"
1,I,4,Serpine2,MGI:101780,20720,"serine (or cysteine) peptidase inhibitor, clade E, member 2"
1,I,6,Lpgat1,MGI:2446186,226856,lysophosphatidylglycerol acyltransferase 1
1,I,8,Lpgat1,MGI:2446186,226856,lysophosphatidylglycerol acyltransferase 1
1,I,10,Cdc34,MGI:102657,216150,cell division cycle 34
1,I,12,Cdc34,MGI:102657,216150,cell division cycle 34
1,I,14,Atp5d,MGI:1913293,66043,ATP synthase F1 subunit delta
1,I,16,Atp5d,MGI:1913293,66043,ATP synthase F1 subunit delta
1,I,18,Ints7,MGI:1924315,77065,integrator complex subunit 7
1,I,20,Ints7,MGI:1924315,77065,integrator complex subunit 7
1,I,22,Atp6v1h,MGI:1914864,108664,"ATPase, H+ transporting, lysosomal V1 subunit H"
1,I,24,Atp6v1h,MGI:1914864,108664,"ATPase, H+ transporting, lysosomal V1 subunit H"
1,K,2,Traf3ip1,MGI:1921269,74019,TRAF3 interacting protein 1
1,K,4,Traf3ip1,MGI:1921269,74019,TRAF3 interacting protein 1
1,K,6,Arl4c,MGI:2445172,320982,ADP-ribosylation factor-like 4C
1,K,8,Arl4c,MGI:2445172,320982,ADP-ribosylation factor-like 4C
1,K,10,BC055324,MGI:3590554,381306,FIGNL1 interacting regulator of recombination and mitosis
1,K,12,BC055324,MGI:3590554,381306,FIGNL1 interacting regulator of recombination and mitosis
1,K,14,Prdx6,MGI:894320,11758,peroxiredoxin 6
1,K,16,Prdx6,MGI:894320,11758,peroxiredoxin 6
1,K,18,Gopc,MGI:2149946,94221,golgi associated PDZ and coiled-coil motif containing
1,K,20,Gopc,MGI:2149946,94221,golgi associated PDZ and coiled-coil motif containing
1,K,22,Txndc9,MGI:2138153,98258,thioredoxin domain containing 9
1,K,24,Txndc9,MGI:2138153,98258,thioredoxin domain containing 9
1,M,2,Mff,MGI:1922984,75734,mitochondrial fission factor
1,M,4,Mff,MGI:1922984,75734,mitochondrial fission factor
1,M,6,Gns,MGI:1922862,75612,glucosamine (N-acetyl)-6-sulfatase
1,M,8,Gns,MGI:1922862,75612,glucosamine (N-acetyl)-6-sulfatase
1,M,10,Rgl1,MGI:107484,19731,"ral guanine nucleotide dissociation stimulator,-like 1"
1,M,12,Rgl1,MGI:107484,19731,"ral guanine nucleotide dissociation stimulator,-like 1"
1,M,14,Pigm,MGI:1914806,67556,"phosphatidylinositol glycan anchor biosynthesis, class M"
1,M,16,Pigm,MGI:1914806,67556,"phosphatidylinositol glycan anchor biosynthesis, class M"
1,M,18,Ndufs1,MGI:2443241,227197,NADH:ubiquinone oxidoreductase core subunit S1
1,M,20,Ndufs1,MGI:2443241,227197,NADH:ubiquinone oxidoreductase core subunit S1
1,M,22,Enpp3,MGI:2143702,209558,ectonucleotide pyrophosphatase/phosphodiesterase 3
1,M,24,Enpp3,MGI:2143702,209558,ectonucleotide pyrophosphatase/phosphodiesterase 3
1,O,2,Phlda1,MGI:1096880,21664,"pleckstrin homology like domain, family A, member 1"
1,O,4,Phlda1,MGI:1096880,21664,"pleckstrin homology like domain, family A, member 1"
1,O,6,Dcaf8,MGI:91860,98193,DDB1 and CUL4 associated factor 8
1,O,8,Dcaf8,MGI:91860,98193,DDB1 and CUL4 associated factor 8
1,O,10,Soat1,MGI:104665,20652,sterol O-acyltransferase 1
1,O,12,Soat1,MGI:104665,20652,sterol O-acyltransferase 1
1,O,14,Vangl2,MGI:2135272,93840,VANGL planar cell polarity 2
1,O,16,Vangl2,MGI:2135272,93840,VANGL planar cell polarity 2
1,O,18,OMIT,,,
1,O,20,OMIT,,,
1,O,22,OMIT,,,
1,O,24,OMIT,,,
1,B,1,OMIT,,,
1,B,3,OMIT,,,
1,B,5,Prss54,MGI:1918243,70993,serine protease 54
1,B,7,OMIT,,,
1,B,9,Ptger1,MGI:97793,19216,prostaglandin E receptor 1 (subtype EP1)
1,B,11,Ptger1,MGI:97793,19216,prostaglandin E receptor 1 (subtype EP1)
1,B,13,OMIT,,,
1,B,15,OMIT,,,
1,B,17,Rbmxl2,MGI:1923822,76572,"RNA binding motif protein, X-linked-like 2"
1,B,19,Rbmxl2,MGI:1923822,76572,"RNA binding motif protein, X-linked-like 2"
1,B,21,Sec1,MGI:1928893,56546,secretory blood group 1
1,B,23,Sec1,MGI:1928893,56546,secretory blood group 1
1,D,1,Slc6a2,MGI:1270850,20538,"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2"
1,D,3,Slc6a2,MGI:1270850,20538,"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2"
1,D,5,Sox1,MGI:98357,20664,SRY (sex determining region Y)-box 1
1,D,7,Sox1,MGI:98357,20664,SRY (sex determining region Y)-box 1
1,D,9,Poteg,MGI:1918202,70952,ankyrin repeat domain 69
1,D,11,Poteg,MGI:1918202,70952,ankyrin repeat domain 69
1,D,13,Rtn2,MGI:107612,20167,reticulon 2 (Z-band associated protein)
1,D,15,Rtn2,MGI:107612,20167,reticulon 2 (Z-band associated protein)
1,D,17,Sephs2,MGI:108388,20768,selenophosphate synthetase 2
1,D,19,Sephs2,MGI:108388,20768,selenophosphate synthetase 2
1,D,21,Spaca4,MGI:1916613,69363,sperm acrosome associated 4
1,D,23,Spaca4,MGI:1916613,69363,sperm acrosome associated 4
1,F,1,OMIT,,,
1,F,3,Pla2g4c,MGI:1196403,232889,"phospholipase A2, group IVC (cytosolic, calcium-independent)"
1,F,5,OMIT,,,
1,F,7,Ppapdc1a,MGI:2685936,381925,phospholipid phosphatase 4
1,F,9,Psg17,MGI:1347250,26437,pregnancy specific beta-1-glycoprotein 17
1,F,11,Psg17,MGI:1347250,26437,pregnancy specific beta-1-glycoprotein 17
1,F,13,Pth2,MGI:2152297,114640,parathyroid hormone 2
1,F,15,Pth2,MGI:2152297,114640,parathyroid hormone 2
1,F,17,Spaca7,MGI:1925884,78634,sperm acrosome associated 7
1,F,19,Spaca7,MGI:1925884,78634,sperm acrosome associated 7
1,F,21,Ppm1n,MGI:2142330,232941,"protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)"
1,F,23,Ppm1n,MGI:2142330,232941,"protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)"
1,H,1,Ryr1,MGI:99659,20190,"ryanodine receptor 1, skeletal muscle"
1,H,3,Ryr1,MGI:99659,20190,"ryanodine receptor 1, skeletal muscle"
1,H,5,Scgb2b2,MGI:3042579,381970,"secretoglobin, family 2B, member 2"
1,H,7,Scgb2b2,MGI:3042579,381970,"secretoglobin, family 2B, member 2"
1,H,9,OMIT,,,
1,H,11,Slc1a5,MGI:105305,20514,"solute carrier family 1 (neutral amino acid transporter), member 5"
1,H,13,Slc7a2,MGI:99828,11988,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"
1,H,15,Slc7a2,MGI:99828,11988,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 2"
1,H,17,Ppp1r13l,MGI:3525053,333654,"protein phosphatase 1, regulatory subunit 13 like"
1,H,19,Ppp1r13l,MGI:3525053,333654,"protein phosphatase 1, regulatory subunit 13 like"
1,H,21,Pvr,MGI:107741,52118,poliovirus receptor
1,H,23,Pvr,MGI:107741,52118,poliovirus receptor
1,J,1,Slc7a9,MGI:1353656,30962,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 9"
1,J,3,Slc7a9,MGI:1353656,30962,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 9"
1,J,5,Rhcg,MGI:1888517,56315,Rhesus blood group-associated C glycoprotein
1,J,7,Rhcg,MGI:1888517,56315,Rhesus blood group-associated C glycoprotein
1,J,9,Saa2,MGI:98222,20209,serum amyloid A 2
1,J,11,Saa2,MGI:98222,20209,serum amyloid A 2
1,J,13,Slc25a42,MGI:1920345,73095,"solute carrier family 25, member 42"
1,J,15,Slc25a42,MGI:1920345,73095,"solute carrier family 25, member 42"
1,J,17,Scgb2b27,MGI:87863,233099,"secretoglobin, family 2B, member 27"
1,J,19,Scgb2b27,MGI:87863,233099,"secretoglobin, family 2B, member 27"
1,J,21,Slx1b,MGI:1915220,75764,SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)
1,J,23,Slx1b,MGI:1915220,75764,SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae)
1,L,1,Spn,MGI:98384,20737,sialophorin
1,L,3,Spn,MGI:98384,20737,sialophorin
1,L,5,Prkcg,MGI:97597,18752,"protein kinase C, gamma"
1,L,7,Prkcg,MGI:97597,18752,"protein kinase C, gamma"
1,L,9,Rab11fip1,MGI:1923017,75767,RAB11 family interacting protein 1 (class I)
1,L,11,Rab11fip1,MGI:1923017,75767,RAB11 family interacting protein 1 (class I)
1,L,13,Slc27a5,MGI:1347100,26459,"solute carrier family 27 (fatty acid transporter), member 5"
1,L,15,Slc27a5,MGI:1347100,26459,"solute carrier family 27 (fatty acid transporter), member 5"
1,L,17,Smg9,MGI:1919247,71997,SMG9 nonsense mediated mRNA decay factor
1,L,19,Smg9,MGI:1919247,71997,SMG9 nonsense mediated mRNA decay factor
1,L,21,Spns1,MGI:1920908,73658,"SPNS lysolipid transporter 1, lysophospholipid"
1,L,23,Spns1,MGI:1920908,73658,"SPNS lysolipid transporter 1, lysophospholipid"
1,N,1,Rab20,MGI:102789,19332,"RAB20, member RAS oncogene family"
1,N,3,Rab20,MGI:102789,19332,"RAB20, member RAS oncogene family"
1,N,5,Siglec5,MGI:2681107,233186,sialic acid binding Ig-like lectin F
1,N,7,Siglec5,MGI:2681107,233186,sialic acid binding Ig-like lectin F
1,N,9,Slc28a1,MGI:3605073,434203,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 1"
1,N,11,Slc28a1,MGI:3605073,434203,"solute carrier family 28 (sodium-coupled nucleoside transporter), member 1"
1,N,13,Sprtn,MGI:2685351,244666,SprT-like N-terminal domain
1,N,15,Sprtn,MGI:2685351,244666,SprT-like N-terminal domain
1,N,17,Siglece,MGI:1932475,83382,sialic acid binding Ig-like lectin E
1,N,19,Siglece,MGI:1932475,83382,sialic acid binding Ig-like lectin E
1,N,21,Smim18,MGI:1919882,72632,small integral membrane protein 18
1,N,23,Smim18,MGI:1919882,72632,small integral membrane protein 18
1,P,1,Sult2b1,MGI:1926342,54200,"sulfotransferase family, cytosolic, 2B, member 1"
1,P,3,Sult2b1,MGI:1926342,54200,"sulfotransferase family, cytosolic, 2B, member 1"
1,P,5,Scgb1b2,MGI:1930867,57426,"secretoglobin, family 1B, member 2"
1,P,7,Scgb1b2,MGI:1930867,57426,"secretoglobin, family 1B, member 2"
1,P,9,Scnn1g,MGI:104695,20278,"sodium channel, nonvoltage-gated 1 gamma"
1,P,11,Scnn1g,MGI:104695,20278,"sodium channel, nonvoltage-gated 1 gamma"
1,P,13,Siglecg,MGI:2443630,243958,sialic acid binding Ig-like lectin G
1,P,15,Siglecg,MGI:2443630,243958,sialic acid binding Ig-like lectin G
1,P,17,OMIT,,,
1,P,19,OMIT,,,
1,P,21,OMIT,,,
1,P,23,OMIT,,,
1,B,2,Nek2,MGI:109359,18005,NIMA (never in mitosis gene a)-related expressed kinase 2
1,B,4,Nek2,MGI:109359,18005,NIMA (never in mitosis gene a)-related expressed kinase 2
1,B,6,Ankrd44,MGI:3045243,329154,ankyrin repeat domain 44
1,B,8,Ankrd44,MGI:3045243,329154,ankyrin repeat domain 44
1,B,10,Uhmk1,MGI:1341908,16589,U2AF homology motif (UHM) kinase 1
1,B,12,Uhmk1,MGI:1341908,16589,U2AF homology motif (UHM) kinase 1
1,B,14,Xrcc5,MGI:104517,22596,X-ray repair complementing 5
1,B,16,Xrcc5,MGI:104517,22596,X-ray repair complementing 5
1,B,18,OMIT,,,
1,B,20,OMIT,,,
1,B,22,Cd63,MGI:99529,12512,CD63 antigen
1,B,24,Cd63,MGI:99529,12512,CD63 antigen
1,D,2,Anapc16,MGI:1289325,52717,anaphase promoting complex subunit 16
1,D,4,Anapc16,MGI:1289325,52717,anaphase promoting complex subunit 16
1,D,6,Bsg,MGI:88208,12215,basigin
1,D,8,Bsg,MGI:88208,12215,basigin
1,D,10,Lum,MGI:109347,17022,lumican
1,D,12,Lum,MGI:109347,17022,lumican
1,D,14,Pcmt1,MGI:97502,18537,protein-L-isoaspartate (D-aspartate) O-methyltransferase 1
1,D,16,Pcmt1,MGI:97502,18537,protein-L-isoaspartate (D-aspartate) O-methyltransferase 1
1,D,18,Atic,MGI:1351352,108147,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
1,D,20,Atic,MGI:1351352,108147,5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
1,D,22,Lmnb2,MGI:96796,16907,lamin B2
1,D,24,Lmnb2,MGI:96796,16907,lamin B2
1,F,2,Fam135a,MGI:1915437,68187,"family with sequence similarity 135, member A"
1,F,4,Fam135a,MGI:1915437,68187,"family with sequence similarity 135, member A"
1,F,6,Tmem131,MGI:1927110,56030,transmembrane protein 131
1,F,8,Tmem131,MGI:1927110,56030,transmembrane protein 131
1,F,10,Clk1,MGI:107403,12747,CDC-like kinase 1
1,F,12,Clk1,MGI:107403,12747,CDC-like kinase 1
1,F,14,Nvl,MGI:1914709,67459,nuclear VCP-like
1,F,16,Nvl,MGI:1914709,67459,nuclear VCP-like
1,F,18,Aspm,MGI:1334448,12316,abnormal spindle microtubule assembly
1,F,20,Aspm,MGI:1334448,12316,abnormal spindle microtubule assembly
1,F,22,Pcmtd1,MGI:2441773,319263,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
1,F,24,Pcmtd1,MGI:2441773,319263,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1
1,H,2,Nsl1,MGI:2685830,381318,"NSL1, MIS12 kinetochore complex component"
1,H,4,Nsl1,MGI:2685830,381318,"NSL1, MIS12 kinetochore complex component"
1,H,6,Angel2,MGI:1196310,52477,angel homolog 2
1,H,8,Angel2,MGI:1196310,52477,angel homolog 2
1,H,10,Epb4.1l5,MGI:103006,226352,erythrocyte membrane protein band 4.1 like 5
1,H,12,Epb4.1l5,MGI:103006,226352,erythrocyte membrane protein band 4.1 like 5
1,H,14,Wdr75,MGI:1920924,73674,WD repeat domain 75
1,H,16,Wdr75,MGI:1920924,73674,WD repeat domain 75
1,H,18,Kif1a,MGI:108391,16560,kinesin family member 1A
1,H,20,Kif1a,MGI:108391,16560,kinesin family member 1A
1,H,22,Eif4ebp2,MGI:109198,13688,eukaryotic translation initiation factor 4E binding protein 2
1,H,24,Eif4ebp2,MGI:109198,13688,eukaryotic translation initiation factor 4E binding protein 2
1,J,2,Copa,MGI:1334462,12847,coatomer protein complex subunit alpha
1,J,4,Copa,MGI:1334462,12847,coatomer protein complex subunit alpha
1,J,6,Nup107,MGI:2143854,103468,nucleoporin 107
1,J,8,Nup107,MGI:2143854,103468,nucleoporin 107
1,J,10,Frs2,MGI:1100860,327826,fibroblast growth factor receptor substrate 2
1,J,12,Frs2,MGI:1100860,327826,fibroblast growth factor receptor substrate 2
1,J,14,Edem3,MGI:1914217,66967,"ER degradation enhancer, mannosidase alpha-like 3"
1,J,16,Edem3,MGI:1914217,66967,"ER degradation enhancer, mannosidase alpha-like 3"
1,J,18,Fyn,MGI:95602,14360,"Fyn proto-oncogene, Src family tyrosine kinase"
1,J,20,Fyn,MGI:95602,14360,"Fyn proto-oncogene, Src family tyrosine kinase"
1,J,22,Lbr,MGI:2138281,98386,lamin B receptor
1,J,24,Lbr,MGI:2138281,98386,lamin B receptor
1,L,2,Degs1,MGI:1097711,13244,"delta 4-desaturase, sphingolipid 1"
1,L,4,Degs1,MGI:1097711,13244,"delta 4-desaturase, sphingolipid 1"
1,L,6,Cdc42bpa,MGI:2441841,226751,CDC42 binding protein kinase alpha
1,L,8,Cdc42bpa,MGI:2441841,226751,CDC42 binding protein kinase alpha
1,L,10,Atp2b1,MGI:104653,67972,"ATPase, Ca++ transporting, plasma membrane 1"
1,L,12,Atp2b1,MGI:104653,67972,"ATPase, Ca++ transporting, plasma membrane 1"
1,L,14,Clasp1,MGI:1923957,76707,CLIP associating protein 1
1,L,16,Clasp1,MGI:1923957,76707,CLIP associating protein 1
1,L,18,2810025M15Rik,MGI:1917203,69953,RIKEN cDNA 2810025M15 gene
1,L,20,2810025M15Rik,MGI:1917203,69953,RIKEN cDNA 2810025M15 gene
1,L,22,Ccdc6,MGI:1923801,76551,coiled-coil domain containing 6
1,L,24,Ccdc6,MGI:1923801,76551,coiled-coil domain containing 6
1,N,2,Ppp1r7,MGI:1913635,66385,"protein phosphatase 1, regulatory subunit 7"
1,N,4,Ppp1r7,MGI:1913635,66385,"protein phosphatase 1, regulatory subunit 7"
1,N,6,Cd34,MGI:88329,12490,CD34 antigen
1,N,8,Cd34,MGI:88329,12490,CD34 antigen
1,N,10,Pan2,MGI:1918984,103135,PAN2 poly(A) specific ribonuclease subunit
1,N,12,Pan2,MGI:1918984,103135,PAN2 poly(A) specific ribonuclease subunit
